sample_id,sample_bucket,content_id,source_id,source_title,content_type,user_id,user_name,content_text,created_at,like_count,received_reply_count,topic_label,stance_target,stance_label,emotion_label,discourse_labels,risk_labels,intensity,confidence,need_review,annotation_reason,split
S0546,source_stratified,bilibili_comment:274844372737,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,bilibili:623352956,zs1010,茅台比一段白酒贵好几十倍，你咋不说？LV包比淘宝同类的包贵几百倍，苹果手机比锤子手机贵的多，这位人品总体个人是喜欢的，但攻击别人也要有章法，价格是市场行为，不是道德行为，不尊重这个道理，你创业锤子手机失败，可能是因为不懂市场经济。,2025-09-16T21:14:31+08:00,0,0,price_value,luoyonghao,question,neutral,rational_argument;information_claim,low_risk_discussion,2,0.9,false,理性论证价格是市场行为，批评罗永浩不懂市场经济。,train
S1058,random,bilibili_comment:290962613488,bilibili_video:115207514947699,9月16事态升级【罗永浩VS西贝】大卫哥双开巅峰赛！,reply,bilibili:91548637,小小Z0L,抽我[吃瓜],2025-09-15T17:41:12+08:00,1,0,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.7,false,单纯玩梗，无明显主题和立场。,train
S0209,top_liked,bilibili_comment:275868105248,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,bilibili:346432948,agere23,有自如的那味了，想想都多少年了，看的有点热泪盈眶，想起青春了[笑哭],2025-09-12T23:30:14+08:00,471,2,luoyonghao_persona,luoyonghao,support,positive,personal_experience;simple_attitude,low_risk_discussion,2,0.8,false,回忆罗永浩过往经历，表达怀旧与支持。,train
S0623,source_stratified,bilibili_comment:276232037712,bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,comment,bilibili:1383525529,山就在那里ING飞,"工业流水线，人人都可以当大厨！
买过那种菜包，就是预制无疑，有防腐添加剂，保鲜时间很久，吃多了肯定不好，价格自己买便宜些，西贝添加了人工加热，品牌，广告，房租水电等费用，价格是实际价格的数倍！
【西贝老板接受采访时曾表示自己高品质预制菜话说，我也能做西贝高级厨师了？-哔哩哔哩】 https://b23.tv/7kIGkDf",2025-09-16T17:13:33+08:00,6,0,prepared_food_authenticity,xibei,question,negative,rational_argument;personal_experience;information_claim,low_risk_discussion,4,0.9,false,直接批评西贝预制菜价格高、有添加剂,train
S1146,random,bilibili_comment:274710881345,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:413159581,超时空担架队,笋都让你夺完了[大笑],2025-09-15T11:00:17+08:00,9,0,meme_offtopic,unclear,neutral,sarcastic,sarcasm;meme,low_risk_discussion,1,0.8,false,调侃讽刺，玩梗,train
S0777,source_stratified,bilibili_comment:289952496160,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,reply,bilibili:32338042,单身情,回复 @BiraZ :他这算啥中央厨房 就是个冷链配送仓库 火都不用开[笑哭],2026-01-28T14:45:45+08:00,4,0,prepared_food_authenticity,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.7,false,嘲讽西贝所谓的中央厨房只是冷链配送仓库，语气调侃。,train
S0835,source_stratified,bilibili_comment:274575093441,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,reply,bilibili:62995551,大花园里浴朝阳,是西贝老板自己吻上来了，老罗彻底兴奋了哈哈哈，本来老罗自己发个微博吐槽下预制菜告知没啥的,2025-09-13T22:36:08+08:00,0,0,brand_pr_crisis,xibei,question,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.8,false,评论西贝老板主动送上门，质疑其公关,train
S0853,source_stratified,bilibili_comment:275003813761,bilibili_video:115222396280012,罗永浩西贝之争，精华合集版,comment,bilibili:410842458,_seth__,对公转账，你挺会唠嗑,2025-09-18T17:19:40+08:00,4,0,brand_pr_crisis,xibei,question,sarcastic,meme;sarcasm,low_risk_discussion,1,0.7,false,玩梗讽刺西贝对公转账要求,train
S0169,top_liked,bilibili_comment:274563212481,bilibili_video:115196995570707,罗永浩炮轰西贝预制菜？到底谁输谁赢？,comment,bilibili:8814689,刀人刀,本来就是贵和难吃的事情，拐了一下预制菜以后焦点变成预制菜了,2025-09-13T20:42:30+08:00,582,17,brand_pr_crisis,xibei,question,neutral,rational_argument,low_risk_discussion,2,0.9,false,指出西贝公关将焦点从贵难吃转移到预制菜,train
S1010,random,bilibili_comment:274519441601,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,bilibili:452022361,策划老冯,有，就和冷冻饺子包子一样,2025-09-13T12:41:25+08:00,3,0,prepared_food_authenticity,unclear,neutral,neutral,simple_attitude;information_claim,low_risk_discussion,1,0.8,false,类比冷冻饺子包子，说明预制菜常见，中性讨论。,train
S0583,source_stratified,bilibili_comment:275249408321,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,reply,bilibili:353205162,俄罗斯小孩donk,比如说一些肉酱，泡菜，腊肉香肠这些都是预制菜，但关键你知道它是预制菜，也是愿意为其买单的。不能忍受的是挂着现做菜的价格卖预制菜。,2025-09-21T10:34:00+08:00,0,0,consumer_right_to_know,industry,question,neutral,rational_argument;information_claim,low_risk_discussion,2,0.9,false,理性讨论预制菜知情权，反对价格不匹配,train
S0890,random,bilibili_comment:274551301585,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,comment,bilibili:52852557,厄尔墨色,也就星巴克打的过罗老师,2025-09-13T18:45:00+08:00,0,0,luoyonghao_persona,luoyonghao,question,sarcastic,sarcasm;meme,low_risk_discussion,1,0.8,false,调侃罗永浩，星巴克能打败他，属于玩梗。,train
S1239,random,bilibili_comment:276017249168,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:8921116,涂山渣渣,所以说大家心里都有杆秤，机场那是什么都贵 环比那就是正常价格,2025-09-14T12:09:01+08:00,0,0,price_value,xibei,neutral,neutral,rational_argument,low_risk_discussion,2,0.8,false,理性比较机场与西贝价格，认为正常,train
S0600,source_stratified,bilibili_comment:274565700577,bilibili_video:115195200477658,西贝连夜召开1.8万人罗永浩作战大会，罗永浩：西贝真正的敌人不是我,reply,bilibili:333863251,一拳拳猫,肯定好吃要不人家都连锁了,2025-09-13T21:05:48+08:00,0,0,prepared_food_authenticity,xibei,support,positive,simple_attitude;information_claim,low_risk_discussion,1,0.9,false,简单肯定西贝产品质量,train
S1305,random,bilibili_comment:287686761473,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:637896,KyonR,回复 @战意无疆 :那你举例具体说说呢？哪个餐馆现做低糖低钠又好吃又便宜的？汉堡薯条钠和糖又有多高？你最喜欢那种健康菜品呢？,2026-01-27T11:14:10+08:00,0,1,industry_trust,unclear,question,neutral,questioning;rational_argument,low_risk_discussion,2,0.8,false,要求对方举例健康餐馆，属于理性追问,train
S0802,source_stratified,bilibili_comment:282207581008,bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,reply,bilibili:3537105988881212,z123599,回复 @星泽夜启芒诀 :两年的西兰花早就没法吃了[妙啊]加了什么才不烂呢[妙啊]预制菜能加这玩意儿吗[妙啊],2025-11-12T07:00:02+08:00,0,0,food_safety_child_meal,industry,question,sarcastic,sarcasm;questioning,unverified_claim;low_risk_discussion,2,0.8,false,反讽质疑预制菜长期保存问题,train
S0032,top_liked,bilibili_comment:274617905569,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:7644696,吧啦吧啦kimoji,[笑哭]当西贝厨房整了去年的羊腿的时候，什么预制菜定义权都不重要了,2025-09-14T11:47:18+08:00,2521,16,prepared_food_authenticity,xibei,question,sarcastic,sarcasm;meme,low_risk_discussion,3,0.85,false,以去年羊腿暗示西贝食材不新鲜，带有讽刺,train
S0180,top_liked,bilibili_comment:276247412608,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:70538308,bili_70538308,你没搞懂吧，西贝这个体量的连锁店不可能有积压料理包的。至于仓库里为什么有临期料理包，稍微想想就懂了，是因为所谓的“中央厨房”采购的原材料就是便宜临期货。,2025-09-16T19:59:26+08:00,558,7,prepared_food_authenticity,xibei,question,negative,rational_argument;questioning;information_claim,low_risk_discussion,3,0.9,false,质疑西贝使用临期货而非积压料理包，属于食材真实性讨论,train
S0927,random,bilibili_comment:274475277409,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,reply,bilibili:4192759,飘酱_,对于售卖预制菜应不应该提前告知，我觉得结论是：应该，所有餐厅都应该，至于隔夜羊排卖200，我吃不吃是我的事，希望餐饮界能懂,2025-09-12T23:07:15+08:00,85,0,consumer_right_to_know,industry,support,neutral,rational_argument,low_risk_discussion,2,0.9,false,理性支持所有餐厅应告知预制菜，符合知情权主张,train
S1048,random,bilibili_comment:276052159136,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:637896,KyonR,回复 @interenationale :请问西贝哪个面条卖五十多？而且我看了一下，巨无霸四件套套餐不打折要卖71呢。,2026-01-27T11:46:05+08:00,0,2,price_value,xibei,neutral,neutral,questioning;information_claim,low_risk_discussion,2,0.9,false,中性询问西贝面条价格并给出套餐价格信息,train
S0416,top_replied,bilibili_comment:275890902384,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:386041621,好像一只狗耶,我不愤怒，因为不影响我吃拼好饭[呲牙]。有钱人才吃的起西贝，他们吃的不健康也挺好。哈哈哈,2025-09-13T08:35:55+08:00,8,15,price_value,xibei,question,sarcastic,sarcasm;personal_experience,low_risk_discussion,2,0.9,false,反讽西贝贵，有钱人吃不健康,train
S0114,top_liked,bilibili_comment:289857321280,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,comment,bilibili:39466531,炫伸_,其实我一直很喜欢吃西贝 尤其是那个烤羊排啊。我可以一次点两份自己吃，真是跟商场里找不出第二家比他家好吃的了。但是在是太贵了，尤其是知道他是预制菜之后（西贝的营销策略让我误以为这是新鲜现做的，我本人也未对其制作流程进行调查）更不乐意去了。而且你就四千员工没岗位就发声了？90年代下岗的几十万东北国企员工怎么不为他们发声？,2026-01-27T17:39:34+08:00,814,30,brand_pr_crisis,xibei,question,disappointed,personal_experience;rational_argument;questioning,low_risk_discussion,4,0.9,false,表达喜欢西贝但因贵和预制菜失望，质疑员工发声问题。,train
S0782,source_stratified,bilibili_comment:275911741648,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,bilibili:395906405,增智慧5a190基本,[doge]准备直播带货了，先把流量搞起来,2025-09-13T12:36:51+08:00,4,0,meme_offtopic,luoyonghao,question,sarcastic,sarcasm;meme,low_risk_discussion,2,0.9,false,讽刺罗永浩准备直播带货搞流量,train
S0119,top_liked,bilibili_comment:275863456048,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,bilibili:405069934,jonning的小号,什么都能洗，保质期24个月的西蓝花受累洗一下,2025-09-12T22:44:03+08:00,778,2,prepared_food_authenticity,xibei,question,sarcastic,sarcasm,low_risk_discussion,3,0.9,false,讽刺西贝无法解释保质期24个月的西兰花。,train
S0957,random,bilibili_comment:274531611665,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,reply,bilibili:11540589,only蜗牛然小九,回复 @酸奶味之奥利奥 :不是一盘 是一个 切成几片,2025-09-13T15:00:32+08:00,9,0,price_value,xibei,neutral,neutral,information_claim,low_risk_discussion,1,0.9,false,纠正馒头数量，属事实性信息,train
S1401,random,bilibili_comment:274773236449,bilibili_video:115207565220229,罗永浩和西贝吵架，华与华先道歉！,reply,bilibili:270976198,sosaGG,快和解了。再搞下去，老罗也怕肉身不保,2025-09-16T00:13:07+08:00,1,0,brand_pr_crisis,xibei,neutral,neutral,echoing,low_risk_discussion,2,0.8,false,评论提及和解，暗示罗永浩压力，立场中立，无风险,train
S0818,source_stratified,bilibili_comment:275344125809,bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,comment,bilibili:3546967068117356,账号已注销,西贝:不把我搞死别想收手[干杯],2025-09-22T10:39:35+08:00,4,0,brand_pr_crisis,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.9,false,讽刺西贝不肯罢休，反讽语气，无风险,train
S0495,top_replied,bilibili_comment:274760034305,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,comment,bilibili:23580480,嘿西红柿蛋炒饭,"这西贝老板就是公关灾难啊，公司2万人，在公司内部是老大，但出来谁认你啊。
我和你非亲非故，你公司提供的服务，不能满足我的要求，还教育我要认清现实，那我为什么不去隔壁沙县大饭店，至少他不教育我。",2025-09-15T21:44:58+08:00,140,11,brand_pr_crisis,xibei,question,negative,sarcasm;rational_argument,reputational_attack,3,0.8,false,批评西贝老板公关灾难，讽刺其教育消费者，合理批评但攻击品牌声誉。,train
